wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_start,gene_end,gene_length,g_count,c_count,a_count,t_count,g_percentage,c_percentage,gc_percentage,five_prime_UTR_length,CDS_length,intron_length,three_prime_UTR_length,exon_length,promoter_length,TSS_region_length,gene_body_length,intergenic_length,pis_five_prime_UTR_count,pis_CDS_count,pis_intron_count,pis_three_prime_UTR_count,pis_exon_count,pis_promoter_count,pis_TSS_region_count,pis_gene_body_count,pis_intergenic_count,pis_total,pis_five_prime_UTR_density_per_kb,pis_CDS_density_per_kb,pis_intron_density_per_kb,pis_three_prime_UTR_density_per_kb,pis_exon_density_per_kb,pis_promoter_density_per_kb,pis_TSS_region_density_per_kb,pis_gene_body_density_per_kb,pis_intergenic_density_per_kb,pis_total_density_per_kb,pgs_five_prime_UTR_count,pgs_CDS_count,pgs_intron_count,pgs_three_prime_UTR_count,pgs_exon_count,pgs_promoter_count,pgs_TSS_region_count,pgs_gene_body_count,pgs_intergenic_count,pgs_total,pgs_five_prime_UTR_density_per_kb,pgs_CDS_density_per_kb,pgs_intron_density_per_kb,pgs_three_prime_UTR_density_per_kb,pgs_exon_density_per_kb,pgs_promoter_density_per_kb,pgs_TSS_region_density_per_kb,pgs_gene_body_density_per_kb,pgs_intergenic_density_per_kb,pgs_total_density_per_kb
WBGene00003826,ntl-3,"ntl-3 is the ortholog of NOT3/NOT5, a member of a protein complex also predicted to contain ccf-1/Y56A3A.20 (CAF1/POP2); ntl-3 is required for embryonic viability in mass RNAi assays.","CCR4-Not complex component, Not N-terminal domain; NOT2/NOT3/NOT5",III,-,protein_coding,11831012,11846465,15454,2910,2799,4940,4805,18.83,18.11,36.94,4,2106,12887,457,2567,0,0,15454,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,2,0,2,0.0,0.0,0.0776,2.1882,0.0,0.0,0.0,0.1294,0.0,0.1294
WBGene00013034,tat-1,"tat-1 encodes one of six C. elegans subfamily IV P-type ATPase that, by sequence similarity, is proposed to function as an aminophospholipid translocase (flippase); TAT-1 activity is required for regulating phosphatidylserine asymmetry on the plasma membrane and thus, for regulation of phagocytic engulfment of cells; in addition, TAT-1 activity is required for phosphatidylserine transport across membranes and elements of membrane trafficking, including the biogenesis of lysosome-derived storage organelles and an early step in endocytosis; a tat-1::gfp promoter fusion is first expressed during embryogenesis and continues through larval and adult stages with expression seen in the intestine, the germ line, the epidermis, body wall and pharyngeal muscles, and the nervous system; in intestinal cells, a TAT-1::GFP isoform localizes to the apical and basolateral cell membranes as well as to organelles such as the Golgi and those of the endosomal pathway; in the germ line, a TAT-1::FLAG fusion protein localizes to the plasma membrane; the TAT-1C isoform, which is expressed in the intestine, physically interacts with the NUM-1A PTB domain.","HAD-like domain; P-type ATPase; P-type ATPase, A  domain; P-type ATPase, C-terminal; P-type ATPase, N-terminal; P-type ATPase, cytoplasmic domain N; P-type ATPase, subfamily IV",III,-,protein_coding,12398901,12421718,22818,3876,3693,7470,7779,16.99,16.18,33.17,312,3875,18633,971,4935,0,0,22818,0,0,1,0,0,0,0,0,1,0,1,0.0,0.2581,0.0,0.0,0.0,0.0,0.0,0.0438,0.0,0.0438,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0537,0.0,0.0,0.0,0.0,0.0438,0.0,0.0438
WBGene00013732,aakg-1,"aakg-1 is orthologous to the human gene AMP-ACTIVATED PROTEIN KINASE GAMMA SUBUNIT (PRKAG2; OMIM:602743), which when mutated leads to disease; aakg-1 encodes one of five C. elegans AMP kinase (AMPK) gamma regulatory subunits.",CBS domain,III,-,protein_coding,12538664,12575401,36738,7001,6660,12110,10967,19.06,18.13,37.18,409,3512,34030,340,4030,0,0,36738,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,0.0272,0.0,0.0272,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,0.0272,0.0,0.0272
WBGene00003048,lit-1,"lit-1 encodes a serine threonine protein kinase homolog related to the Drosophila protein Nemo; lit-1 is required for embryonic viability and plays a central role in controlling the asymmetry of cell divisions during embryogenesis; lit-1 acts downstream of mom-2 with respect to polarity defects and mediates larval cell fate decisions that involve POP-1; lit-1 is also required for amphid channel morphogenesis and thus, also for normal morphology of the outer labial sensilla; specifically, lit-1 is required in sheath glia for positively regulating amphid sensory compartment expansion; lit-1 is expressed in most embryonic and larval cells, including the amphid sheath glia.",Protein kinase domain; Protein kinase-like domain,III,+,protein_coding,13701991,13724404,22414,3882,4376,6683,7473,17.32,19.52,36.84,445,2036,19581,941,3422,0,0,22414,0,0,1,1,0,0,0,0,2,0,2,0.0,0.4912,0.0511,0.0,0.0,0.0,0.0,0.0892,0.0,0.0892,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000553,cmk-1,"cmk-1 encodes a Ca+2/calmodulin-dependent protein kinase I (CaMK1); CMK-1 activity is required, cell autonomously and downstream of the cyclic nucleotide-gated channel TAX-4, for several aspects of AFD thermosensory neuron differentiation, including expression of the gcy-8 guanylyl cyclase and nhr-38 nuclear hormone receptor genes and morphology of the AFD sensory endings; cmk-1 activity is thus also required for normal thermosensory behavior; when expressed in COS-7 cells, CMK-1 and CKK-1 positively regulate the transcriptional activity of endogenous CREB; a cmk-1::gfp reporter is expressed in head sensory and interneurons as well as in the ventral nerve cord; expression is seen specifically in the neurons of the thermosensory circuit, AFD, AIY, and AIZ; in the AFD neurons, CMK-1 localizes exclusively to the cytoplasm, however when expressed in COS-7 cells, CMK-1 is seen in the nucleus.",Calcium/calmodulin-dependent/calcium-dependent protein kinase; Protein kinase domain; Protein kinase-like domain,IV,+,protein_coding,1824481,1834247,9767,2025,1878,2965,2899,20.73,19.23,39.96,47,1047,8025,648,1742,0,0,9767,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1246,0.0,0.0,0.0,0.0,0.1024,0.0,0.1024,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1246,0.0,0.0,0.0,0.0,0.1024,0.0,0.1024
WBGene00219262,mir-4930,none available,,IV,+,miRNA,2398652,2398761,110,52,25,10,23,47.27,22.73,70.0,0,0,0,0,22,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1818,0.0,18.1818
WBGene00021877,Y54G2A.12,none available,WD40-repeat-containing domain; WD40/YVTN repeat-like-containing domain,IV,-,protein_coding,2777223,2782843,5621,1060,991,1792,1778,18.86,17.63,36.49,19,825,4740,37,881,0,0,5621,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.211,0.0,0.0,0.0,0.0,0.1779,0.0,0.1779,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.211,0.0,0.0,0.0,0.0,0.1779,0.0,0.1779
WBGene00200008,Y54G2A.66,none available,,IV,+,ncRNA,2997357,2997652,296,118,48,78,52,39.86,16.22,56.08,0,0,0,0,296,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3784,0.0,6.7568
WBGene00003153,mca-3,"mca-3 encodes one of three C. elegans plasma membrane Ca2+ ATPases (PMCAs); by homology, MCA-3 is predicted to function as a molecular pump that couples ATP hydrolysis to extrusion of cytosolic Ca2+; mca-3 activity is required for coelomoycte endocytosis, normal coordinated locomotion, and embryonic and larval development; in regulating endocytosis, MCA-3 is required specifically in the early stages for recruitment of the endocytic machinery to the plasma membrane; an mca-3::gfp reporter is expressed from embryogenesis through adulthood and seen in body wall muscle, the nervous system, intestine, and coelomocytes; in coelomocytes, an MCA-3::GFP fusion protein localizes to the plasma membrane.","Cation-transporting P-type ATPase, C-terminal; Cation-transporting P-type ATPase, N-terminal; HAD-like domain; P-type ATPase; P-type ATPase,  transmembrane domain; P-type ATPase, A  domain; P-type ATPase, cytoplasmic domain N; P-type ATPase, subfamily IIB; Plasma membrane calcium transporting P-type ATPase, C-terminal",IV,-,protein_coding,3103157,3133149,29993,5437,4906,9986,9664,18.13,16.36,34.48,241,4047,25750,1380,5668,0,0,29993,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,2,0,2,0.0,0.4942,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0667
WBGene00015651,ceh-53,"ceh-53 encodes a paired-like homeodomain protein of the K50 class, which has no obvious function in mass RNAi assays.",Homeobox domain; Homeobox domain-like,IV,+,protein_coding,3498209,3503915,5707,1086,1117,1748,1756,19.03,19.57,38.6,59,612,4964,72,743,0,0,5707,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,2,0.0,0.0,0.2015,0.0,0.0,0.0,0.0,0.1752,0.0,0.3504
WBGene00019778,M57.2,none available,"Geranylgeranyl transferase type-2 subunit alpha; Leucine-rich repeat domain, L domain-like; Protein prenyltransferase, alpha subunit",IV,+,protein_coding,3527354,3532473,5120,786,1206,1680,1448,15.35,23.55,38.91,5,1743,3166,206,1954,0,0,5120,0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.6317,0.0,0.0,0.0,0.0,0.3906,0.0,0.3906,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021281,ell-1,none available,"ELL/occludin family; Occludin homology domain; RNA polymerase II elongation factor ELL, N-terminal; Winged helix-turn-helix DNA-binding domain",IV,+,protein_coding,4394410,4415623,21214,3785,4120,6368,6941,17.84,19.42,37.26,1009,2037,17845,1036,4082,0,0,21214,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0471,0.0,0.0471
WBGene00016405,hecd-1,none available,Ankyrin repeat; Ankyrin repeat-containing domain; Armadillo-like helical; Armadillo-type fold; Galactose-binding domain-like; HECT domain; Mib-herc2; SUN domain,IV,-,protein_coding,7134345,7144720,10376,2142,2205,3025,3004,20.64,21.25,41.89,116,7953,1927,512,8581,0,0,10376,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,2,0,2,0.0,0.2515,0.0,0.0,0.0,0.0,0.0,0.1928,0.0,0.1928
WBGene00001204,egl-38,"egl-38 encodes a paired domain-containing protein that is a member of the PAX2/5/8 family of transcription factors; egl-38 is an essential gene, required for embryonic and larval development; in addition, EGL-38 activity is also required for fate specification of four uterine cells and rectal epithelial cells in the hermaphrodite and male tail; in regulating hindgut development EGL-38 acts in a pathway with LIN-48, a zinc-finger transcription factor; EGL-38 regulates lin-48 expression in vivo and binds to the lin-48 promoter region in vitro.",Homeobox domain-like; Paired domain; Winged helix-turn-helix DNA-binding domain,IV,-,protein_coding,10106599,10110517,3919,635,635,1364,1285,16.2,16.2,32.41,105,870,2508,436,1411,0,0,3919,0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.7974,0.0,0.0,0.0,0.0,0.5103,0.0,0.5103,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012498,Y24F12A.3,none available,,IV,+,pseudogene,11608900,11610910,2011,506,366,651,488,25.16,18.2,43.36,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4973,0.0,0.9945
WBGene00012499,Y24F12A.4,none available,,IV,-,pseudogene,11616121,11617984,1864,339,499,427,599,18.19,26.77,44.96,0,0,0,0,0,0,0,1864,0,0,2,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073,0.0,1.073,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00185101,Y65A5A.24,none available,,IV,+,protein_coding,16393968,16394646,679,72,151,255,201,10.6,22.24,32.84,5,99,532,43,147,0,0,679,0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,3.7594,0.0,0.0,0.0,0.0,2.9455,0.0,2.9455,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00004403,rom-4,none available,"Peptidase S54, rhomboid; Peptidase S54, rhomboid domain",IV,+,protein_coding,16995822,17014953,19132,3192,3221,6644,6075,16.68,16.84,33.52,0,3618,16899,367,3985,0,0,19132,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0592,0.0,0.0,0.0,0.0,0.0523,0.0,0.0523,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0592,0.0,0.0,0.0,0.0,0.0523,0.0,0.0523
WBGene00016539,madd-2,"madd-2 encodes a protein containing RBCC/TRIM, fibronectin type III, and SPRY domains that is the sole C. elegans member of the C1 subfamily of tripartite motif (TRIM) proteins and is homologous to mammalian TRIM9, TRIM67, and MID1/TRIM18, mutations in which result in Opitz G/BBB syndrome, a congenital malformation disorder affecting ventral midline structures and resulting in mental retardation; in C. elegans, MADD-2 functions cell autonomously as a specificity factor in an UNC-6/Netrin, and UNC-40/DCC-mediated pathway that regulates axon branch formation and attractive axon guidance in multiple neuronal types by potentiating UNC-40 activity; in addition, MADD-2 is required for ventral recruitment of MIG-10/Lamellopodin in the HSNs during outgrowth; MADD-2 also functions cell autonomously in body wall muscle in an UNC-40/DCC and UNC-73/Rho-GEF-mediated pathway to regulate muscle arm extension to ventral midline motor axons; MADD-2 exhibits E3 ubiquitin ligase activity in vitro, physically interacts with both UNC-40 and UNC-73, and may potentiate the in vivo interaction between UNC-40 and UNC-73; a MADD-2::GFP fusion protein is expressed in neurons, hypodermis, and muscle cells; expression is also seen in the anchor cell, the ventral uterine precursor cells and in the ray precursors and descendants in males; in neurons, MADD-2 colocalizes with UNC-40 to the ventral axon branches that require its function; in body wall muscle, MADD-2 localizes to the dense bodies and colocalizes to the muscle arm termini with UNC-40 and UNC-73.","B-box, C-terminal; B-box-type zinc finger; Concanavalin A-like lectin/glucanase domain; Fibronectin type III; Immunoglobulin-like fold; SPRY domain; Zinc finger, C3HC4 RING-type; Zinc finger, RING-type; Zinc finger, RING/FYVE/PHD-type",V,-,protein_coding,1223897,1235455,11559,2295,2454,3386,3424,19.85,21.23,41.08,21,2298,9133,149,2468,0,0,11559,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.219,0.0,0.0,0.0,0.0,0.173,0.0,0.173
WBGene00019392,irld-44,none available,"Leucine-rich repeat domain, L domain-like; Receptor L-domain",V,+,protein_coding,1651345,1654444,3100,522,547,1052,979,16.84,17.65,34.48,0,1647,1453,0,1647,0,0,3100,0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,1.3765,0.0,0.0,0.0,0.0,0.6452,0.0,0.6452,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021605,Y46H3C.5,none available,,V,-,protein_coding,1691029,1692495,1467,210,462,286,509,14.31,31.49,45.81,671,519,277,0,1190,0,0,1467,0,1,0,0,0,0,0,1,1,0,2,1.4903,0.0,0.0,0.0,0.0,0.0,0.0,0.6817,0.0,1.3633,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00016477,srab-11,none available,"7TM GPCR, serpentine receptor class ab (Srab)",V,-,protein_coding,3145203,3147032,1830,398,356,555,521,21.75,19.45,41.2,0,1020,810,0,1020,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,2,0,2,0.0,1.9608,0.0,0.0,0.0,0.0,0.0,1.0929,0.0,1.0929
WBGene00044528,lgc-29,none available,Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain,V,+,protein_coding,4138988,4143146,4159,845,811,1219,1284,20.32,19.5,39.82,52,1197,2890,26,1275,0,0,4159,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.2404,0.0,0.2404,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.2404,0.0,0.2404
WBGene00021561,Y45G5AM.9,none available,,V,-,protein_coding,4181333,4194637,13305,2557,2527,4097,4124,19.22,18.99,38.21,76,1589,11480,251,1916,0,0,13305,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0871,0.0,0.0,0.0,0.0,0.0752,0.0,0.0752,0,1,0,0,0,0,0,1,0,1,0.0,0.6293,0.0,0.0,0.0,0.0,0.0,0.0752,0.0,0.0752
WBGene00022014,Y61A9LA.1,none available,"Major facilitator superfamily domain; Major facilitator,  sugar transporter-like",V,+,protein_coding,4585309,4602025,16717,3061,3277,4929,5450,18.31,19.6,37.91,108,1632,14743,423,2163,0,0,16717,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.1357,0.0,0.0,0.0,0.0,0.1196,0.0,0.1196
WBGene00003916,par-1,"par-1 encodes a serine-threonine kinase; maternally provided PAR-1 is essential for establishing early embryonic polarity; PAR-1 is present in the cytoplasm and in the cell cortex and asymmetrically localized to the posterior cortex of late one-cell stage embryos; PAR-1 is continuously asymmetrically localized to the P lineage (germline blastomeres) at each subsequent division, and evenly distributed to the Z2 and Z3 germline precursors before eventually fading at embryonic morphogenesis; PAR-1 kinase activity is required for the asymmetric distribution of MEX-5 in the early embryo via a phosphorylation/dephosphorylation cycle that regulates MEX-5's association with slow- or fast-diffusing RNA-containing complexes; PAR-1 can phosphorylate MEX-5 in vitro and in vivo.","KA1 domain/Ssp2, C-terminal; Kinase associated domain 1 (KA1); Protein kinase domain; Protein kinase-like domain; Serine/threonine-protein kinase MARK/par1",V,-,protein_coding,14112033,14145367,33335,6568,5485,11226,10056,19.7,16.45,36.16,283,5107,29068,2310,6697,0,0,33335,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,2,0,2,0.0,0.1958,0.0344,0.0,0.0,0.0,0.0,0.06,0.0,0.06
WBGene00007833,oac-6,none available,"Acyltransferase 3; Nose resistant-to-fluoxetine protein, N-terminal",V,+,protein_coding,16302717,16306159,3443,685,600,1026,1132,19.9,17.43,37.32,52,2118,1225,48,2218,0,0,3443,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,1.6327,0.0,0.0,0.0,0.0,0.5809,0.0,0.5809
WBGene00012019,dkf-2,dkf-2 encodes one of two C. elegans novel protein kinase Ds; dkf-2 activity is essential for regulation of innate immunity; a dkf-2::gfp promoter fusion is expressed beginning in late embryogenesis and continuing through adulthood in the intestine and two cells in the vicinity of the posterior bulb of the pharynx.,"Diacylglycerol/phorbol-ester binding; PH domain-like; Pleckstrin homology domain; Protein kinase C mu-related; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain; Protein kinase domain; Protein kinase-like domain",V,+,protein_coding,16747622,16788441,40820,7219,7962,11932,13707,17.68,19.51,37.19,62,4118,37145,468,4648,0,0,40820,0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.0538,0.0,0.0,0.0,0.0,0.049,0.0,0.049,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00009296,F31E9.3,"This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; this gene's encoded protein also contains an FTH/DUF38 motif, which may also mediate protein-protein interaction.","Domain of unknown function DUF38, Caenorhabditis species; F-box domain; Leucine-rich repeat domain, L domain-like",V,+,protein_coding,17322590,17324526,1937,403,427,550,557,20.81,22.04,42.85,253,1059,597,28,1340,0,0,1937,0,0,2,0,0,0,0,0,2,0,2,0.0,1.8886,0.0,0.0,0.0,0.0,0.0,1.0325,0.0,1.0325,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00001987,hot-2,hot-2 encodes a predicted paralog of ODR-2 and contains a Ly-6 domain.,Caenorhabditis elegans ly-6-related,V,+,protein_coding,19174759,19187911,13153,1834,2104,4481,4734,13.94,16.0,29.94,52,973,11984,258,1283,0,0,13153,0,0,1,1,0,0,0,0,2,0,2,0.0,1.0277,0.0834,0.0,0.0,0.0,0.0,0.1521,0.0,0.1521,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012814,Y43F8B.3,none available,"Cysteine-rich repeat; Lustrin, cysteine-rich repeated; Pancreatic trypsin inhibitor Kunitz domain",V,+,protein_coding,19503101,19520015,16915,3562,3883,4634,4836,21.06,22.96,44.01,11,5573,14497,421,6005,0,0,16915,0,0,1,1,0,0,0,0,2,0,2,0.0,0.1794,0.069,0.0,0.0,0.0,0.0,0.1182,0.0,0.1182,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012812,Y43F8B.1,none available,,V,-,protein_coding,19534876,19546200,11325,2399,1914,3268,3744,21.18,16.9,38.08,1165,2241,8994,971,3206,0,0,11325,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1112,0.0,0.0,0.0,0.0,0.0883,0.0,0.0883,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1112,0.0,0.0,0.0,0.0,0.0883,0.0,0.0883
WBGene00012825,Y43F8C.3,none available,BTB/POZ domain; SKP1/BTB/POZ domain,V,-,protein_coding,19614506,19622626,8121,1560,1569,2482,2510,19.21,19.32,38.53,280,1839,5439,563,2682,0,0,8121,0,1,0,0,0,0,0,0,1,0,1,3.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.1231,0.0,0.1231,0,1,0,0,0,0,0,1,0,1,0.0,0.5438,0.0,0.0,0.0,0.0,0.0,0.1231,0.0,0.1231
WBGene00022861,dve-1,"dve-1 encodes, by alternative splicing, three proteins with a COMPASS (CMP) domain and two homeodomains; dve-1 interacts with two or more components of the EGF/RAS signallingpathway, and is required for such signalling in vulval development; the CMP domain is found in the N-terminus of SATB-class CUT homeodomain proteins (e.g. human SATB1), and in Drosophila DEFECTIVE PROVENTRICULUS (DVE), to which DVE-1 may be orthologous; both DVE and dve-1 encode two homeodomains which are highly divergent, but homologous between species, and probably derived by intragenic duplication; dve-1 is required for a normally high rate of growth, fluid excretion, and larval viability in in mass RNAi assays.","Homeobox domain; Homeobox domain-like; SATB, ubiquitin-like oligomerisation domain",X,-,protein_coding,427035,433812,6778,1367,1233,2039,2139,20.17,18.19,38.36,1824,1407,4709,652,3259,0,0,6778,0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.4247,0.0,0.0,0.0,0.0,0.2951,0.0,0.2951,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00020491,T13G4.4,none available,Homocysteine-binding domain,X,-,protein_coding,1188433,1191678,3246,545,598,1057,1046,16.79,18.42,35.21,935,915,1440,104,1954,0,0,3246,0,1,0,0,0,0,0,0,1,0,1,1.0695,0.0,0.0,0.0,0.0,0.0,0.0,0.3081,0.0,0.3081,1,0,0,0,0,0,0,1,0,1,1.0695,0.0,0.0,0.0,0.0,0.0,0.0,0.3081,0.0,0.3081
WBGene00021047,zfp-3,none available,"Zinc finger, CCCH-type",X,-,protein_coding,1440360,1446643,6284,1347,1337,1796,1804,21.44,21.28,42.71,67,2507,3954,3172,3928,0,0,6284,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,2,0,2,0.0,0.3989,0.0,0.3153,0.0,0.0,0.0,0.3183,0.0,0.3183
WBGene00003968,peb-1,"peb-1 encodes a novel DNA-binding protein; during development, peb-1 activity is required for proper morphogenesis of the pharynx, vulva, and hindgut and for normal molting, feeding, and body morphology; in vitro, PEB-1 exhibits sequence-specific DNA binding to a regulatory sequence known as subelement C, which directs pharynx-specific myo-2 expression and in yeast, PEB-1 exhibits modest transcription activation activity; PEB-1 is expressed in the nuclei of all pharyngeal cells (except neurons) from the comma stage of embryogenesis through late larval stages; in addition, PEB-1 is expressed dynamically in non-pharyngeal cells, including the vulva, germline, hindgut, and hypodermis.","Zinc finger, FLYWCH-type",X,+,protein_coding,2211051,2218988,7938,1593,1894,2001,2450,20.07,23.86,43.93,3,1332,5719,887,2219,0,0,7938,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1749,0.0,0.0,0.0,0.0,0.126,0.0,0.126,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1749,0.0,0.0,0.0,0.0,0.126,0.0,0.126
WBGene00020301,gid-2,none available,"RING-type zinc-finger, LisH dimerisation motif; Rmd5; Zinc finger, RING/FYVE/PHD-type",X,-,protein_coding,2429859,2438957,9099,1580,1545,2972,3002,17.36,16.98,34.34,8,1299,7550,242,1549,0,0,9099,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,2,0,2,0.0,0.7698,0.1325,0.0,0.0,0.0,0.0,0.2198,0.0,0.2198
WBGene00019318,K02E10.4,none available,Cysteine-rich repeat,X,+,protein_coding,2483263,2488482,5220,844,937,1705,1734,16.17,17.95,34.12,0,1464,3493,266,1730,0,0,5220,0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.5726,0.0,0.0,0.0,0.0,0.3831,0.0,0.3831,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00001441,fkh-9,fkh-9 encodes a member of the forkhead domain transcription factor family.,Fork head domain; Winged helix-turn-helix DNA-binding domain,X,-,protein_coding,3816847,3826963,10117,2201,1837,3329,2750,21.76,18.16,39.91,2329,903,8062,1104,3778,0,0,10117,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,2,0,2,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.1977,0.0,0.1977
