wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,n_transcripts,pis_total_hits,pis_transcripts_with_any,pis_transcripts_with_utr5,pis_transcripts_with_cds,pis_transcripts_with_utr3,pis_pct_transcripts_with_any,pis_pct_transcripts_with_utr5,pis_pct_transcripts_with_cds,pis_pct_transcripts_with_utr3,pis_avg_density_utr5,pis_avg_density_cds,pis_avg_density_utr3,pis_avg_total_density,pgs_total_hits,pgs_transcripts_with_any,pgs_transcripts_with_utr5,pgs_transcripts_with_cds,pgs_transcripts_with_utr3,pgs_pct_transcripts_with_any,pgs_pct_transcripts_with_utr5,pgs_pct_transcripts_with_cds,pgs_pct_transcripts_with_utr3,pgs_avg_density_utr5,pgs_avg_density_cds,pgs_avg_density_utr3,pgs_avg_total_density
WBGene00000089,aex-6,"aex-6 encodes a Rab small GTPase; aex-6 was identified in screens for defecation defective mutants and high-temperature-induced dauer formation mutants; aex-6 appears to act in the insulin branch of the dauer pathway; aex-6 is genetically required for two different steps of normal defecation in the hermaphrodite digestive tract; since its mutant phenotype resembles that induced by ablation of the interneuron AVL and the motor neuron DVB, aex-6 is likely to be required for the function or activation of these neurons rather than for any of their specific neurotransmitter systems; aex-6::gfp reporter fusions are expressed in neurons and in the intestine; in the nervous system, AEX-6 localizes to synapse-rich regions and partially colocalizes with synaptic vesicle-associated RAB-3.",P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Small GTPase superfamily,I,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000090,age-1,"age-1 encodes the C. elegans ortholog of the phosphoinositide 3-kinase (PI3K) p110 catalytic subunit; AGE-1, supplied maternally and embryonically, is a central component of the C. elegans insulin-like signaling pathway, lying downstream of the DAF-2/insulin receptor and upstream of both the PDK-1 and AKT-1/AKT-2 kinases and the DAF-16 forkhead type transcription factor, whose negative regulation is the key output of the insulin signaling pathway; in accordance with its role in insulin signaling, AGE-1 activity is required for regulation of metabolism, life span, dauer formation, stress resistance, salt chemotaxis learning, fertility, and embryonic development; although the age-1 expression pattern has not yet been reported, ectopic expression studies indicate that pan-neuronal age-1 expression is sufficient to rescue life-span defects, while neuronal, intestinal, or muscle expression can partially rescue dauer formation, and neuronal or muscle expression can rescue metabolic defects.","Armadillo-type fold; C2 domain; Phosphatidylinositol 3-/4-kinase, catalytic domain; Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain; Phosphatidylinositol 3-kinase adaptor-binding (PI3K ABD) domain; Phosphatidylinositol 3-kinase, C2 domain; Phosphatidylinositol kinase; Phosphoinositide 3-kinase, accessory (PIK) domain; Protein kinase-like domain; Ubiquitin-related domain",II,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000092,ags-3,"ags-3 encodes a protein containing N-terminal TRP domains and C-terminal GPR domains that is a member of the Activator of G Protein Signaling 3 (AGS3) family of proteins that includes mammalian AGS3 and LPN and Drosophila RAPSYNOID; in C. elegans, AGS-3 is involved in polarity and spindle orientation during early embryogenesis; in addition, AGS-3, along with the RIC-8 guanine nucleotide exchange factor, has been shown to activate GOA-1/Galpha0 in the ASH chemosensory neurons to modulate behavior after food deprivation; full length AGS-3 binds inactive GOA-1 (GOA-1-GDP) in pull down assays, while AGS-3 fragments containing the GPR domains (also known as GoLoco domains) bind activated GOA-1 (GOA-1-GTP) in pull down assays and GOA-1 in yeast two-hybrid assays; AGS-3 is expressed in all muscles, intestine, and weakly in some head and ventral nerve cord neurons, with subcellular localization in strong dots; in adults, an ags-3 reporter fusion is seen in nearly all neurons, including the ASH chemosensory neurons, and in body wall muscle, egg-laying muscles, and pharyngeal muscles; AGS-3 subcellular localization is regulated by food deprivation: AGS-3 moves from a Triton X-100 insoluble pellet fraction to a Triton X-100 soluble pellet fraction after several hours of food deprivation.",GoLoco motif; Tetratricopeptide repeat; Tetratricopeptide-like helical domain,X,-,protein_coding,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000093,agt-1,agt-1 encodes an ortholog of the DNA repair enzyme O6-Alkylguanine DNA-alkyltransferase (AGT).,"Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding; Winged helix-turn-helix DNA-binding domain",IV,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000094,agt-2,agt-2 encodes a paralog of the DNA repair enzyme O6-Alkylguanine DNA-alkyltransferase (AGT); AGT-2 has AGT biochemical activity and is expressed at all developmental stages.,,II,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000095,aha-1,"aha-1 encodes an ortholog of human aryl-hydrocarbon receptor nuclear translocator; AHA-1 interacts with AHR-1 and HIF-1 in vitro, requires HIF-1 for proper localization, and is expressed ubiquitously; AHA-1 also physically interacts with CKY-1, and when co-expressed in vitro, an AHA-1/CKY-1 complex exhibits sequence-specific DNA binding; when co-expressed in cultured cells, the AHA-1/CKY-1 complex can stimulate reporter gene transcription;","Myc-type, basic helix-loop-helix (bHLH) domain; Nuclear translocator; PAS domain; PAS fold",I,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000096,ahr-1,"ahr-1 encodes an aryl hydrocarbon receptor (ligand-activated basic helix-loop-helix transcription factor) ortholog that biochemically resembles its vertebrate relatives (OMIM:600253) which mediate the carcinogenic and teratogenic effects of environmental toxins; AHR-1 activity is required for specification of RMEL and RMER GABAergic neuron cell fate and negative regulation of spontaneous movement; AHR-1 binds HSP90 tightly, and forms a dimer with AHA-1 that binds DNA fragments containing the mammalian xenobiotic response element; AHR-1 is expressed in neurons.",PAS domain; PAS fold; PAS fold-3,I,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000097,aip-1,"aip-1 encodes an AN-1-like zinc finger-containing protein homologous to arsenite-inducible RNA-associated protein (AIRAP), conserved among C. elegans, Drosophila, and mammals; like AIRAP itself, AIP-1 protects cells from arsenite toxicity; AIP-1 is a predicted RNA binding protein that may function in ubiquitin-mediated proteolysis following arsenite treatment; AIP-1 does not appear to be essential for viability, but is expressed at high levels in hypodermal and intestinal cells following such treatment.","Zinc finger, AN1-type",V,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000098,air-1,"AIR-1 belongs to the Aurora-A family of serine/threonine kinases that localize to centrosomes; AIR-1 is required for embryonic survival, germline proliferation and development, locomotion, and vulval development; AIR-1 is required to recruit centrosomal gamma-tubulin during maturation; Aurora-A kinases are implicated in centrosome separation and spindle assembly.",Aurora kinase; Protein kinase domain; Protein kinase-like domain,V,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000099,air-2,"air-2 encodes an aurora/Ipl1-related serine/threonine protein kinase that affects embryonic viability and chromosome segregation during meiosis and mitosis and is required for cytokinesis; AIR-2 has two functions during mitosis, one in chromosome segregation, and a second, independent function in cytokinesis through ZEN-4; AIR-2 and ZEN-4 may act in parallel to a second pathway that includes CYK-1; AIR-2 phosphorylates two adjacent, evolutionarily conserved C-terminal serines of the inner centromere protein ICP-1; AIR-2 i modified in vitro by the GEI-17 E3 SUMO ligase; AIR-2 forms a robust complex with CSC-1, BIR-1, and ICP-1; air-2 is expressed highly in embryos, in the mature oocytes, spermatocytes, and extruded polar bodies.",Aurora kinase; Protein kinase domain; Protein kinase-like domain,I,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000101,aka-1,"aka-1 encodes an A kinase anchor protein that has mutiple isoforms, all of which have a zinc-finger domain of the FYVE type; interacts with KIN-2 in vitro.","Domain of unknown function DUF3480; FYVE zinc finger; Zinc finger, FYVE-type, endofin; Zinc finger, FYVE/PHD-type; Zinc finger, RING/FYVE/PHD-type",II,-,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000102,akt-1,"akt-1 encodes an ortholog of the serine/threonine kinase Akt/PKB; akt-1 genetically interacts with the insulin signaling pathway and functions to regulate such processes as dauer larval development and salt chemotaxis learning; AKT-1 binds calmodulin in vitro in a calcium-dependent manner; an AKT-1::GFP fusion protein is widely expressed beginning in late stage embryos and continuing through adulthood; expression is seen in head, tail, and dorsal and ventral cord neurons, with additional expression seen in other cells including those of the pharynx, hypodermis, intestine, and spermatheca; two alleles of akt-1 (sa573 and sa700) have a Daf-c mutant phenotype at 27 degrees C (Hid phenotype).","AGC-kinase, C-terminal; PH domain-like; Pleckstrin homology domain; Protein kinase domain; Protein kinase, C-terminal; Protein kinase-like domain",V,+,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000103,akt-2,"akt-2 encodes a homolog of the serine/threonine kinase Akt/PKB, AKT-2, that is required for progression through the dauer stage of development and for the negative regulation of adult lifespan; inactivation of akt-2 causes animals to arrest constitutively at the dauer stage, while having an increased life span; widely expressed, AKT-2 is activated by the phospholipid products of phosphoinositide 3-kinase AGE-1/PI3K and by PDK-1, a homolog of vertebrate 3-phosphoinositide-dependent kinase-1 (PDK-1) Normal akt-2 (and akt-1) activity is required for excess pdk-1 activity to suppress the dauer-arrest phenotype of age-1, indicating that the 3-phosphoinositide-dependent kinase-1 homolog PDK-1 transduces signals from AGE-1 to AKT-2 (and AKT-1); conversely, the akt-2 loss-of-function phenotype is suppressed by daf-16 null mutations, indicating that the Fork head transcription factor DAF-16 is downstream of AKT-2 (and AKT-1), and that AKT-1 and AKT-2 act primarily to antagonize DAF-16.","AGC-kinase, C-terminal; PH domain-like; Pleckstrin homology domain; Protein kinase domain; Protein kinase, C-terminal; Protein kinase-like domain",X,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000105,alg-1,alg-1 encodes an Argonaut ortholog; alg-1 is involved in RNA interference and affects developmental timing along with alg-2 and dcr-1 by regulating expression of the lin-4 and let-7 small temporal RNAs.,"Argonaute linker 2 domain; Argonaute, linker 1 domain; PAZ domain; Piwi domain; Protein argonaute, Mid domain; Protein argonaute, N-terminal; Ribonuclease H-like domain",X,+,protein_coding,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000107,alh-1,"alh-1 is orthologous to the human gene ALDEHYDE DEHYDROGENASE 2, MITOCHONDRIAL (ALDH2; OMIM:100650), in which a polymorphism can lead to acute ethanol intolerance.",Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase,III,+,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000108,alh-2,none available,Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase,V,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000109,alh-3,alh-3 encodes an aldehyde dehydrogenase predicted to be mitochondrial.,"10-formyltetrahydrofolate dehydrogenase; Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Formyl transferase, C-terminal; Formyl transferase, C-terminal-like; Formyl transferase, N-terminal; Phosphopantetheine binding ACP domain",IV,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000110,alh-4,none available,Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase NAD(P)-dependent; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase,V,-,protein_coding,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000111,alh-5,none available,Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase NAD(P)-dependent; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase,V,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000112,alh-6,"alh-6 is orthologous to the human gene ALDEHYDE DEHYDROGENASE 4 FAMILY, MEMBER A1 (ALDH4A1; OMIM:606811), which when mutated leads to hyperprolinemia type II.",Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Delta-1-pyrroline-5-carboxylate dehydrogenase,II,-,protein_coding,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000113,alh-7,"alh-7 encodes an ortholog of the human gene DJ73M23.2 (NAD+-DEPENDENT SUCCINIC SEMIALDEHYDE DEHYDROGENASE; ALDH5A1), which when mutated leads to SSADH deficiency (OMIM:271980).",Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase,II,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000114,alh-8,"alh-8 is orthologous to the human gene METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE (ALDH6A1; OMIM:603178), which when mutated leads to MMSDH deficiency.",Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Methylmalonate-semialdehyde dehydrogenase,II,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000115,alh-9,none available,Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase,III,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000116,alh-10,none available,Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase,X,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000117,alh-11,none available,"Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase; Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family",III,-,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000118,alh-12,none available,Aldehyde dehydrogenase N-terminal domain; Aldehyde dehydrogenase domain; Aldehyde/histidinol dehydrogenase,III,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000120,aly-1,"aly-1 encodes an RRM motif-containing protein required for normal export  of TRA-1/tra-2 mRNA complexes, and thus for normal hermaphroditism; ALY-1 is orthologous to human THOC4 (OMIM:604171), and paralogous to  ALY-2 and ALY-3; in the absence of TRA-1, and in conjunction with NXF-2,  ALY-1 and its paralog ALY-2 are required to bind the TRE 3' UTR element  of tra-2 mRNA, and block tra-2 mRNA's export from the nucleus; ALY-1 and  NXF-2 bind the TRE element in vitro; ALY-1 is also bound competitively  by either NXF-2 or TRA-1 in vitro; aly-1(RNAi) animals have abnormal  female (as opposed to hermaphrodite)  sexual phenotypes; by orthology,  ALY-1 is thought to promote recruitment of mRNA export factor to mRNAs.","Chromatin target of PRMT1 protein, C-terminal",IV,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000121,aly-2,"aly-2 encodes an RRM motif-containing protein required for normal export of TRA-1/tra-2 mRNA complexes, and thus for normal hermaphroditism; ALY-2 is orthologous to human THOC4 (OMIM:604171), and paralogous to ALY-1 and ALY-3; in the absence of TRA-1, and in conjunction with NXF-1, ALY-2 and its paralog ALY-1 are required to bind the TRE 3' UTR element of tra-2 mRNA, and block tra-2 mRNA's export from the nucleus; aly-2(RNAi) animals have abnormal female (as opposed to hermaphrodite) sexual phenotypes; by orthology, ALY-2 is thought to promote recruitment of mRNA export factor to mRNAs; other than these sex-determination phenotypes, ALY-2 has no grossly obvious function in four-way RNAi assays of ALY-1/-3 and W04D2.6.","Chromatin target of PRMT1 protein, C-terminal",IV,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000122,aly-3,"aly-3 encodes an RRM motif-containing protein orthologous to human THOC4 (OMIM:604171), and paralogous to ALY-1 and ALY-2; by orthology, ALY-3 is thought to promote recruitment of mRNA export factor to mRNAs; however, ALY-3 has no grossly obvious function in four-way RNAi assays of ALY-1/-3 and W04D2.6, and aly-3(RNAi) had no obvious effect on nuclear retention of tra-2 mRNA in the absence of TRA-1.","Chromatin target of PRMT1 protein, C-terminal",IV,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000123,ama-1,"ama-1 encodes the large subunit of RNA polymerase II required for mRNA transcription; AMA-1 is essential for proper embryonic development, particularly for the early division and migration of the endodermal precursor (E) cells that initiate gastrulation; AMA-1 is expressed ubiquitously in the developing embryo until the 550-cell stage.","RNA polymerase II, heptapeptide repeat, eukaryotic; RNA polymerase Rpb1, domain 1; RNA polymerase Rpb1, domain 3; RNA polymerase Rpb1, domain 4; RNA polymerase Rpb1, domain 5; RNA polymerase Rpb1, domain 6; RNA polymerase Rpb1, domain 7; RNA polymerase, N-terminal; RNA polymerase, alpha subunit",IV,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000133,amt-1,"amt-1 encodes a transmembrane transporter that by homology, is predicted to transport ammonium ions across the plasma membrane; as loss of amt-1 activity via large-scale RNAi screens does not result in any obvious abnormalities, the precise role of AMT-1 in C. elegans development and/or behavior is not yet known.",Ammonium transporter; Ammonium transporter AmtB-like domain,X,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000134,amt-2,amt-2 encodes a transmembrane protein that is one of four C. elegans members of the ammonium transporter AMT/Rh family of proteins predicted to function in transport of ammonium ions across the plasma membrane.,Ammonium transporter; Ammonium transporter AmtB-like domain,IV,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000135,amt-3,"amt-3 encodes one of four C. elegans homologs of AMT1 (AT11_ARATH), a high-affinity ammonium transporter from Arabidopsis thaliana; AMT-3 is closely similar to its paralog AMT-2, with somewhat more distant paralogy to AMT-1 and AMT-4.",Ammonium transporter; Ammonium transporter AmtB-like domain,II,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000136,amt-4,amt-4 encodes a member of the ammonium transporter protein family.,Ammonium transporter; Ammonium transporter AmtB-like domain,X,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000137,amx-1,none available,Amine oxidase; FAD/NAD(P)-binding domain; Homeobox domain-like; Winged helix-turn-helix DNA-binding domain,III,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000138,amx-2,none available,Amine oxidase; FAD/NAD(P)-binding domain,I,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000139,amx-3,none available,Amine oxidase; FAD/NAD(P)-binding domain,V,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000140,anc-1,"anc-1 encodes a protein, orthologous to Drosophila MSP 300 and mammalian SYNE1 and SYNE2 proteins; ANC-1 has coiled regions, a nuclear envelope localization domain (the KASH domain) and an actin-binding domain; ANC-1 affects the positioning of nuclei and mitochondria within the cytoskeleton; ANC-1 is expressed in the cytoplasm, but is localized to the nuclear periphery in an UNC-84 dependent manner.",BAG domain; Calponin homology domain; KASH domain,I,+,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000142,aos-1,"aos-1 encodes the C. elegans ortholog of Saccharomyces cerevisiae Aos1p and human SUMO-1 activating enzyme E1 N subunit; by homology, AOS-1 is predicted to form, with a catalytic subunit, UBA-2, a heterodimeric enzyme that activates the ubiquitin-like protein SMO-1/SUMO in preparation for its covalent attachment to target proteins to regulate their subcellular localization and/or stability; in C. elegans, AOS-1 is required for embryonic and larval development, as well as for proper Hox gene regulation; uba-2/aos-1(RNAi) animals that survive embryogenesis show ectopic expression of EGL-5 and ectopic anterior sensory ray formation.",NAD(P)-binding domain; THIF-type NAD/FAD binding fold,V,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000143,apc-2,"apc-2 encodes an ortholog of subunit 2 of anaphase-promoting complex (APC,a cyclin-specific E3 RING ubiquitin ligase); APC-2 and S. cerevisiae'sApc2p have 32% identity in their cullin domains (considered crucial forfunction), but otherwise share no obvious similarity; inactivating apc-2with RNAi causes embryos to arrest at the meiotic one-cell stage, implyingthat APC-2 is required for the metaphase-to-anaphase transition of meiosisI; this RNAi phenotype of apc-2 is shared by apc-1, apc-4, apc-11, cdc-16,cdc-23, and cdc-27; by analogy with other APC subunits with hypomorphicalleles, APC-2 is likely to be required for asymmetrical segregation ofcell fate determinants in two-cell embryos.","Anaphase-promoting complex subunit 2, C-terminal; Cullin homology; Cullin, N-terminal; Winged helix-turn-helix DNA-binding domain",III,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000144,apc-10,"apc-10 encodes a homolog of the fission yeast anaphase promoting complex subunit APC10; apc-10(RNAi) animals are generally unable to progress through meiotic divisions; initially they produce reduced numbers of viable embryos mixed with inviable embryos, but then show severe germline maintenance defects and become sterile.",APC10/DOC domain; Galactose-binding domain-like,V,-,protein_coding,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000145,apc-11,apc-11 encodes an E3 ubiquitin ligase that is orthologous to subunit 11 of the anaphase promoting complex (APC); apc-11 is required for embryonic development past the one-cell stage; APC-11 functions together with the LET-70/UBC-2 E2-conjugating enzyme: purified APC-11 and LET-70 exhibit ubiquitination activity in vitro.,"Anaphase-promoting complex subunit 11; Zinc finger, RING-type; Zinc finger, RING/FYVE/PHD-type",III,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000146,ape-1,"ape-1 encodes an ortholog of inhibitory p53-interacting protein (iASPP);APE-1 binds CEP-1 in vitro, and shares 38% amino-acid identity in itsankyrin repeats and SH3 domain to iASPP, with many iASPP residuescontacting p53 being conserved; RNAi of ape-1 induces CEP-1- andHUS-1-dependent apoptosis in the germline, consistent with inhibition ofthe CEP-1/HUS-1 DNA damage checkpoint by APE-1 in the germline; excessape-1(RNAi) apoptosis also requires CED-3.",Ankyrin repeat; Ankyrin repeat-containing domain; SH3 domain,V,+,protein_coding,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000147,aph-1,"aph-1 encodes an unfamiliar protein predicted to have seven transmembrane domains; APH-1 is a component of the GLP-1/LIN-12 (Notch) pathway, is required maternally for embryonic viability, and also affects morphogenesis, egg laying, germ line proliferation, and translocation of APH-2 to the cell surface; with PEN-2, APH-1 is required for Notch pathway signaling, gamma-secretase cleavage of beta-amyloid precursor protein, and presenilin protein accumulation.",Gamma-secretase subunit Aph-1,I,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000148,aph-2,none available,Nicastrin,I,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
